INFO--log_tools.setup_logger:   日志系统初始化完成
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=400, matrix_B.matrix_height=128, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=13, page_y=1, 利用率=48.08%
INFO--Latency_Computer.compute_cycles:   page_turn=2, 准确的计算周期数=65936
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.04mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=128, matrix_B.matrix_height=4121, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=4, page_y=17, 利用率=94.69%
INFO--Latency_Computer.compute_cycles:   page_turn=9, 准确的计算周期数=28800
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.02mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=2048, matrix_B.matrix_height=32, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=64, page_y=1, 利用率=12.50%
INFO--Latency_Computer.compute_cycles:   page_turn=8, 准确的计算周期数=102400
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.07mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.02mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.02mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.02mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.01mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.01mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.02mJ
INFO--Latency_Computer.transfer_energy_consumption:   NoC传输能耗=0.00mJ
INFO--Latency_Computer.transfer_energy_consumption:   NoC传输能耗=0.00mJ
INFO--Latency_Computer.transfer_energy_consumption:   NoC传输能耗=0.00mJ
INFO--Latency_Computer.transfer_energy_consumption:   NoC传输能耗=0.08mJ
INFO--Latency_Computer.transfer_energy_consumption:   NoC传输能耗=0.08mJ
INFO--Latency_Computer.transfer_energy_consumption:   NoC传输能耗=0.00mJ
INFO--Latency_Computer.transfer_energy_consumption:   NoC传输能耗=0.35mJ
INFO--run_Attn_seqparal.run_Attn_seqparal:   Attn序列并行模型非线性能耗: 0.005111101991999999
INFO--run_Attn_seqparal.run_Attn_seqparal:   Attn序列并行模型计算能耗: 9.999084888097165
INFO--run_Attn_seqparal.run_Attn_seqparal:   Attn序列并行模型DRAM能耗: 7.938290483199999
INFO--run_Attn_seqparal.run_Attn_seqparal:   Attn序列并行模型NoC能耗: 33.5140749312
INFO--run_Attn_seqparal.run_Attn_seqparal:   Attn序列并行模型SRAM能耗: 7.491917281767002
INFO--run_Attn_seqparal.run_Attn_seqparal:   Attn序列并行模型总能耗: 58.948478686256166
INFO--Attn_Layer_SeqParal_PredSparse.q_gen_per_core:   start q_gen_per_core
INFO--Attn_Layer_SeqParal_PredSparse.k_gen_per_core:   start k_gen_per_core
INFO--Attn_Layer_SeqParal_PredSparse.v_gen_per_core:   start v_gen_per_core
INFO--Attn_Layer_SeqParal_PredSparse.q_all2all_transfer:   start q_all2all_transfer
INFO--Attn_Layer_SeqParal_PredSparse.k_all2all_transfer:   start k_all2all_transfer
INFO--Attn_Layer_SeqParal_PredSparse.v_all2all_transfer:   start v_all2all_transfer
INFO--Attn_Layer_SeqParal_PredSparse.chunk_pred_s_gen_per_core:   start chunk_pred_s_gen_per_core
INFO--Attn_Layer_SeqParal_PredSparse.chunk_s_gen_per_core:   start chunk_s_gen_per_core
INFO--Attn_Layer_SeqParal_PredSparse.sv_gen_per_core:   start sv_gen_per_core
INFO--Attn_Layer_SeqParal_PredSparse.sv_all2all_transfer:   start sv_all2all_transfer
INFO--Attn_Layer_SeqParal_PredSparse.psum_o_gen_per_core:   start psum_o_gen_per_core
INFO--Attn_Layer_SeqParal_PredSparse.o_allreduce_per_core:   start o_allreduce_per_core
INFO--Latency_Computer.topk_latency:   topk input_array_nums=400
INFO--Latency_Computer.topk_latency:   topk input_array_length=2230
INFO--Latency_Computer.topk_latency:   topk output_array_length=1030
INFO--Latency_Computer.topk_latency:   per_column_turns=13
INFO--Latency_Computer.topk_latency:   TopK延迟=0.07ms
INFO--Latency_Computer.softmax_latency:   softmax in_matrix shape=400*1030
INFO--Latency_Computer.softmax_latency:   per_row_turns=5, row_num=400
INFO--Latency_Computer.softmax_latency:   NNULT softmax延迟=0.01ms
INFO--Latency_Computer.layernorm_latency:   NNULT layernorm延迟=0.06ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=12800
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.03ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=12800
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.03ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=12800
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.03ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=1030, matrix_B.matrix_height=128, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=33, page_y=1, 利用率=48.77%
INFO--Latency_Computer.compute_cycles:   page_turn=5, 准确的计算周期数=16000
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.04ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=1030, matrix_B.matrix_height=128, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=33, page_y=1, 利用率=48.77%
INFO--Latency_Computer.compute_cycles:   page_turn=5, 准确的计算周期数=16000
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.04ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=128, matrix_B.matrix_height=1030, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=4, page_y=5, 利用率=80.47%
INFO--Latency_Computer.compute_cycles:   page_turn=3, 准确的计算周期数=9600
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.02ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=2048, matrix_B.matrix_height=32, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=64, page_y=1, 利用率=12.50%
INFO--Latency_Computer.compute_cycles:   page_turn=8, 准确的计算周期数=102400
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.26ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.01ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.01ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.01ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.00ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.00ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.00ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.01ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=0.00ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=0.00ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=0.00ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=0.00ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=0.01ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=0.01ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=0.00ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=0.25ms
INFO--run_Attn_seqparal_predsparse.run_Attn_seqparal_predsparse:   Attn序列并行+预测稀疏模型TopK延迟: 0.07280027393021729
INFO--run_Attn_seqparal_predsparse.run_Attn_seqparal_predsparse:   Attn序列并行+预测稀疏模型非线性延迟: 0.07600499999999999
INFO--run_Attn_seqparal_predsparse.run_Attn_seqparal_predsparse:   Attn序列并行+预测稀疏模型计算延迟: 0.426
INFO--run_Attn_seqparal_predsparse.run_Attn_seqparal_predsparse:   Attn序列并行+预测稀疏模型DRAM延迟: 0.059161018697854825
INFO--run_Attn_seqparal_predsparse.run_Attn_seqparal_predsparse:   Attn序列并行+预测稀疏模型NoC延迟: 0.2715
INFO--run_Attn_seqparal_predsparse.run_Attn_seqparal_predsparse:   Attn序列并行+预测稀疏模型总延迟: 0.9054662926280721
INFO--Latency_Computer.softmax_latency:   softmax in_matrix shape=400*1030
INFO--Latency_Computer.softmax_latency:   per_row_turns=5, row_num=400
INFO--Latency_Computer.softmax_latency:   NNULT softmax延迟=0.01ms
INFO--Latency_Computer.softmax_energy_consumption:   NNULT softmax能耗=0.00mJ
INFO--Latency_Computer.layernorm_latency:   NNULT layernorm延迟=0.06ms
INFO--Latency_Computer.layernorm_energy_consumption:   NNULT layernorm能耗=0.00mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=12800
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.01mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=12800
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.01mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=12800
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.01mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=1030, matrix_B.matrix_height=128, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=33, page_y=1, 利用率=48.77%
INFO--Latency_Computer.compute_cycles:   page_turn=5, 准确的计算周期数=16000
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.01mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=1030, matrix_B.matrix_height=128, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=33, page_y=1, 利用率=48.77%
INFO--Latency_Computer.compute_cycles:   page_turn=5, 准确的计算周期数=16000
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.01mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=128, matrix_B.matrix_height=1030, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=4, page_y=5, 利用率=80.47%
INFO--Latency_Computer.compute_cycles:   page_turn=3, 准确的计算周期数=9600
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.01mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=2048, matrix_B.matrix_height=32, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=64, page_y=1, 利用率=12.50%
INFO--Latency_Computer.compute_cycles:   page_turn=8, 准确的计算周期数=102400
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.07mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.02mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.02mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.02mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.00mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.00mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.00mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.02mJ
INFO--Latency_Computer.transfer_energy_consumption:   NoC传输能耗=0.00mJ
INFO--Latency_Computer.transfer_energy_consumption:   NoC传输能耗=0.00mJ
INFO--Latency_Computer.transfer_energy_consumption:   NoC传输能耗=0.00mJ
INFO--Latency_Computer.transfer_energy_consumption:   NoC传输能耗=0.00mJ
INFO--Latency_Computer.transfer_energy_consumption:   NoC传输能耗=0.01mJ
INFO--Latency_Computer.transfer_energy_consumption:   NoC传输能耗=0.01mJ
INFO--Latency_Computer.transfer_energy_consumption:   NoC传输能耗=0.00mJ
INFO--Latency_Computer.transfer_energy_consumption:   NoC传输能耗=0.35mJ
INFO--run_Attn_seqparal_predsparse.run_Attn_seqparal_predsparse:   Attn序列并行+预测稀疏模型TopK能耗: 6.332465550450566e-05
INFO--run_Attn_seqparal_predsparse.run_Attn_seqparal_predsparse:   Attn序列并行+预测稀疏模型非线性能耗: 0.010499148287999999
INFO--run_Attn_seqparal_predsparse.run_Attn_seqparal_predsparse:   Attn序列并行+预测稀疏模型计算能耗: 7.233900825910931
INFO--run_Attn_seqparal_predsparse.run_Attn_seqparal_predsparse:   Attn序列并行+预测稀疏模型DRAM能耗: 6.823814103040002
INFO--run_Attn_seqparal_predsparse.run_Attn_seqparal_predsparse:   Attn序列并行+预测稀疏模型NoC能耗: 23.84265216
INFO--run_Attn_seqparal_predsparse.run_Attn_seqparal_predsparse:   Attn序列并行+预测稀疏模型SRAM能耗: 6.302815526921302
INFO--run_Attn_seqparal_predsparse.run_Attn_seqparal_predsparse:   Attn序列并行+预测稀疏模型总能耗: 44.213745088815735
INFO--hardware_config.__init__:   CIM配置: 存算比=1, 权重位宽=8, 宏：256行 x 32列
INFO--hardware_config.__init__:   工作频率=400MHz, 功耗=4.048582995951417e-14J/op
INFO--hardware_config.__init__:   DRAM配置: 带宽=249999392.768KB/s, 功耗=7.20896e-09J/KB
INFO--hardware_config.__init__:   NoC配置: 包宽度=512bit, 带宽=25000000.0KB/s, 工作频率=400MHz, 功耗=5.48864e-08J/KB
INFO--hardware_config.__init__:   NNULT配置: entry_num=256, cycle_period=2.4999999999999998e-06ms, power=2.1584W
INFO--hardware_config.__init__:   topk配置: entry_num=32, cycle_period=2.4999999999999998e-06ms, power=13591264.000000002W
INFO--hardware_config.__init__:   SRAM Buffer配置: 容量=256KB, 平均功耗=0.1087632896W
INFO--Attn_Layer_Baseline2.q_gen_per_core:   start q_gen_per_core
INFO--Attn_Layer_Baseline2.k_gen_per_core:   start k_gen_per_core
INFO--Attn_Layer_Baseline2.v_gen_per_core:   start v_gen_per_core
INFO--Attn_Layer_Baseline2.psum_s_gen_per_core:   start psum_s_gen_per_core
INFO--Attn_Layer_Baseline2.s_allreduce_on_noc_per_core:   start s_allreduce_on_noc_per_core
INFO--Attn_Layer_Baseline2.sv_gen_per_core:   start sv_gen_per_core
INFO--Attn_Layer_Baseline2.psum_o_gen_per_core:   start psum_o_gen_per_core
INFO--Attn_Layer_Baseline2.o_allreduce_per_core:   start o_allreduce_per_core
INFO--Latency_Computer.softmax_latency:   softmax in_matrix shape=2304*6425
INFO--Latency_Computer.softmax_latency:   per_row_turns=26, row_num=2304
INFO--Latency_Computer.softmax_latency:   NNULT softmax延迟=0.31ms
INFO--Latency_Computer.layernorm_latency:   NNULT layernorm延迟=0.09ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=18432
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.05ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=18432
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.05ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=18432
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.05ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=2304, matrix_B.matrix_height=32, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=72, page_y=1, 利用率=12.50%
INFO--Latency_Computer.compute_cycles:   page_turn=9, 准确的计算周期数=462600
INFO--Latency_Computer.compute_latency:   CIM计算延迟=1.16ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=6425, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=26, 利用率=96.53%
INFO--Latency_Computer.compute_cycles:   page_turn=4, 准确的计算周期数=73728
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.18ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=2048, matrix_B.matrix_height=32, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=64, page_y=1, 利用率=12.50%
INFO--Latency_Computer.compute_cycles:   page_turn=8, 准确的计算周期数=147456
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.37ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.02ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.02ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.02ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.06ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.06ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.02ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=0.87ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=0.36ms
INFO--run_Attn_baseline2.run_Attn_baseline2:   Attn基线模型计算延迟: 1.8477000000000001
INFO--run_Attn_baseline2.run_Attn_baseline2:   Attn基线模型DRAM延迟: 0.19373672057254523
INFO--run_Attn_baseline2.run_Attn_baseline2:   Attn基线模型NoC延迟: 0.6151275
INFO--run_Attn_baseline2.run_Attn_baseline2:   Attn基线模型非线性延迟: 0.07920007812499999
INFO--run_Attn_baseline2.run_Attn_baseline2:   Attn基线模型总延迟: 2.7357642986975454
INFO--Attn_Layer_Baseline2.q_gen_per_core:   start q_gen_per_core
INFO--Attn_Layer_Baseline2.k_gen_per_core:   start k_gen_per_core
INFO--Attn_Layer_Baseline2.v_gen_per_core:   start v_gen_per_core
INFO--Attn_Layer_Baseline2.psum_s_gen_per_core:   start psum_s_gen_per_core
INFO--Attn_Layer_Baseline2.s_allreduce_on_noc_per_core:   start s_allreduce_on_noc_per_core
INFO--Attn_Layer_Baseline2.sv_gen_per_core:   start sv_gen_per_core
INFO--Attn_Layer_Baseline2.psum_o_gen_per_core:   start psum_o_gen_per_core
INFO--Attn_Layer_Baseline2.o_allreduce_per_core:   start o_allreduce_per_core
INFO--Latency_Computer.softmax_latency:   softmax in_matrix shape=2304*6425
INFO--Latency_Computer.softmax_latency:   per_row_turns=26, row_num=2304
INFO--Latency_Computer.softmax_latency:   NNULT softmax延迟=0.31ms
INFO--Latency_Computer.layernorm_latency:   NNULT layernorm延迟=0.09ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=18432
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.05ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=18432
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.05ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=18432
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.05ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=2304, matrix_B.matrix_height=32, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=72, page_y=1, 利用率=12.50%
INFO--Latency_Computer.compute_cycles:   page_turn=9, 准确的计算周期数=462600
INFO--Latency_Computer.compute_latency:   CIM计算延迟=1.16ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=6425, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=26, 利用率=96.53%
INFO--Latency_Computer.compute_cycles:   page_turn=4, 准确的计算周期数=73728
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.18ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=2048, matrix_B.matrix_height=32, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=64, page_y=1, 利用率=12.50%
INFO--Latency_Computer.compute_cycles:   page_turn=8, 准确的计算周期数=147456
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.37ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.02ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.02ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.02ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.06ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.06ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.02ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=0.87ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=0.36ms
INFO--run_Attn_baseline.run_Attn_baseline:   Attn基线模型计算延迟: 1.8477000000000001
INFO--run_Attn_baseline.run_Attn_baseline:   Attn基线模型DRAM延迟: 0.19373672057254523
INFO--run_Attn_baseline.run_Attn_baseline:   Attn基线模型NoC延迟: 1.230255
INFO--run_Attn_baseline.run_Attn_baseline:   Attn基线模型非线性延迟: 0.07920007812499999
INFO--run_Attn_baseline.run_Attn_baseline:   Attn基线模型总延迟: 3.3508917986975453
INFO--Latency_Computer.softmax_latency:   softmax in_matrix shape=2304*6425
INFO--Latency_Computer.softmax_latency:   per_row_turns=26, row_num=2304
INFO--Latency_Computer.softmax_latency:   NNULT softmax延迟=0.31ms
INFO--Latency_Computer.softmax_energy_consumption:   NNULT softmax能耗=0.00mJ
INFO--Latency_Computer.layernorm_latency:   NNULT layernorm延迟=0.09ms
INFO--Latency_Computer.layernorm_energy_consumption:   NNULT layernorm能耗=0.00mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=18432
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.01mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=18432
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.01mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=18432
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.01mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=2304, matrix_B.matrix_height=32, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=72, page_y=1, 利用率=12.50%
INFO--Latency_Computer.compute_cycles:   page_turn=9, 准确的计算周期数=462600
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.31mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=6425, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=26, 利用率=96.53%
INFO--Latency_Computer.compute_cycles:   page_turn=4, 准确的计算周期数=73728
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.05mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=2048, matrix_B.matrix_height=32, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=64, page_y=1, 利用率=12.50%
INFO--Latency_Computer.compute_cycles:   page_turn=8, 准确的计算周期数=147456
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.10mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.03mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.03mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.03mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.11mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.11mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.03mJ
INFO--Latency_Computer.transfer_energy_consumption:   NoC传输能耗=1.19mJ
